objectid,filename,title,volume,creator,month/season,date_exact,date,source,identifier,type,collection,format
VOL_0010_ISSUE_0004,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0004.pdf,"Notre Dame Scholastic, Vol. 10, No. 04 -- 30 September 1876",Vol. 10,University of Notre Dame Archives,,30 September 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0004.pdf,VOL_0010_ISSUE_0004,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0005,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0005.pdf,"Notre Dame Scholastic, Vol. 10, No. 05 -- 7 October 1876",Vol. 10,University of Notre Dame Archives,,7 October 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0005.pdf,VOL_0010_ISSUE_0005,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0006,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0006.pdf,"Notre Dame Scholastic, Vol. 10, No. 06 -- 14 October 1876",Vol. 10,University of Notre Dame Archives,,14 October 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0006.pdf,VOL_0010_ISSUE_0006,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0007,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0007.pdf,"Notre Dame Scholastic, Vol. 10, No. 07 -- 21 October 1876",Vol. 10,University of Notre Dame Archives,,21 October 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0007.pdf,VOL_0010_ISSUE_0007,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0008,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0008.pdf,"Notre Dame Scholastic, Vol. 10, No. 08 -- 28 October 1876",Vol. 10,University of Notre Dame Archives,,28 October 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0008.pdf,VOL_0010_ISSUE_0008,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0009,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0009.pdf,"Notre Dame Scholastic, Vol. 10, No. 09 -- 4 November 1876",Vol. 10,University of Notre Dame Archives,,4 November 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0009.pdf,VOL_0010_ISSUE_0009,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0010,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0010.pdf,"Notre Dame Scholastic, Vol. 10, No. 10 -- 11 November 1876",Vol. 10,University of Notre Dame Archives,,11 November 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0010.pdf,VOL_0010_ISSUE_0010,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0011,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0011.pdf,"Notre Dame Scholastic, Vol. 10, No. 11 -- 18 November 1876",Vol. 10,University of Notre Dame Archives,,18 November 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0011.pdf,VOL_0010_ISSUE_0011,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0012,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0012.pdf,"Notre Dame Scholastic, Vol. 10, No. 12 -- 25 November 1876",Vol. 10,University of Notre Dame Archives,,25 November 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0012.pdf,VOL_0010_ISSUE_0012,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0013,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0013.pdf,"Notre Dame Scholastic, Vol. 10, No. 13 -- 2 December 1876",Vol. 10,University of Notre Dame Archives,,2 December 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0013.pdf,VOL_0010_ISSUE_0013,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0014,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0014.pdf,"Notre Dame Scholastic, Vol. 10, No. 14 -- 9 December 1876",Vol. 10,University of Notre Dame Archives,,9 December 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0014.pdf,VOL_0010_ISSUE_0014,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0015,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0015.pdf,"Notre Dame Scholastic, Vol. 10, No. 15 -- 16 December 1876",Vol. 10,University of Notre Dame Archives,,16 December 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0015.pdf,VOL_0010_ISSUE_0015,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0016,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0016.pdf,"Notre Dame Scholastic, Vol. 10, No. 16 -- 23 December 1876",Vol. 10,University of Notre Dame Archives,,23 December 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0016.pdf,VOL_0010_ISSUE_0016,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0017,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0017.pdf,"Notre Dame Scholastic, Vol. 10, No. 17 -- 30 December 1876",Vol. 10,University of Notre Dame Archives,,30 December 1876,1876,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0017.pdf,VOL_0010_ISSUE_0017,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0018,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0018.pdf,"Notre Dame Scholastic, Vol. 10, No. 18 -- 6 January 1877",Vol. 10,University of Notre Dame Archives,,6 January 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0018.pdf,VOL_0010_ISSUE_0018,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0019,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0019.pdf,"Notre Dame Scholastic, Vol. 10, No. 19 -- 13 January 1877",Vol. 10,University of Notre Dame Archives,,13 January 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0019.pdf,VOL_0010_ISSUE_0019,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0020,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0020.pdf,"Notre Dame Scholastic, Vol. 10, No. 20 -- 20 January 1877",Vol. 10,University of Notre Dame Archives,,20 January 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0020.pdf,VOL_0010_ISSUE_0020,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0021,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0021.pdf,"Notre Dame Scholastic, Vol. 10, No. 21 -- 27 January 1877",Vol. 10,University of Notre Dame Archives,,27 January 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0021.pdf,VOL_0010_ISSUE_0021,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0022,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0022.pdf,"Notre Dame Scholastic, Vol. 10, No. 22 -- 3 February 1877",Vol. 10,University of Notre Dame Archives,,3 February 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0022.pdf,VOL_0010_ISSUE_0022,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0023,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0023.pdf,"Notre Dame Scholastic, Vol. 10, No. 23 -- 10 February 1877",Vol. 10,University of Notre Dame Archives,,10 February 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0023.pdf,VOL_0010_ISSUE_0023,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0024,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0024.pdf,"Notre Dame Scholastic, Vol. 10, No. 24 -- 17 February 1877",Vol. 10,University of Notre Dame Archives,,17 February 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0024.pdf,VOL_0010_ISSUE_0024,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0025,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0025.pdf,"Notre Dame Scholastic, Vol. 10, No. 25 -- 24 February 1877",Vol. 10,University of Notre Dame Archives,,24 February 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0025.pdf,VOL_0010_ISSUE_0025,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0026,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0026.pdf,"Notre Dame Scholastic, Vol. 10, No. 26 -- 3 March 1877",Vol. 10,University of Notre Dame Archives,,3 March 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0026.pdf,VOL_0010_ISSUE_0026,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0027,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0027.pdf,"Notre Dame Scholastic, Vol. 10, No. 27 -- 10 March 1877",Vol. 10,University of Notre Dame Archives,,10 March 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0027.pdf,VOL_0010_ISSUE_0027,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0028,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0028.pdf,"Notre Dame Scholastic, Vol. 10, No. 28 -- 17 March 1877",Vol. 10,University of Notre Dame Archives,,17 March 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0028.pdf,VOL_0010_ISSUE_0028,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0029,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0029.pdf,"Notre Dame Scholastic, Vol. 10, No. 29 -- 24 March 1877",Vol. 10,University of Notre Dame Archives,,24 March 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0029.pdf,VOL_0010_ISSUE_0029,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0030,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0030.pdf,"Notre Dame Scholastic, Vol. 10, No. 30 -- 31 March 1877",Vol. 10,University of Notre Dame Archives,,31 March 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0030.pdf,VOL_0010_ISSUE_0030,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0031,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0031.pdf,"Notre Dame Scholastic, Vol. 10, No. 31 -- 7 April 1877",Vol. 10,University of Notre Dame Archives,,7 April 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0031.pdf,VOL_0010_ISSUE_0031,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0032,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0032.pdf,"Notre Dame Scholastic, Vol. 10, No. 32 -- 14 April 1877",Vol. 10,University of Notre Dame Archives,,14 April 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0032.pdf,VOL_0010_ISSUE_0032,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0033,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0033.pdf,"Notre Dame Scholastic, Vol. 10, No. 33 -- 21 April 1877",Vol. 10,University of Notre Dame Archives,,21 April 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0033.pdf,VOL_0010_ISSUE_0033,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0034,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0034.pdf,"Notre Dame Scholastic, Vol. 10, No. 34 -- 28 April 1877",Vol. 10,University of Notre Dame Archives,,28 April 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0034.pdf,VOL_0010_ISSUE_0034,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0035,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0035.pdf,"Notre Dame Scholastic, Vol. 10, No. 35 -- 5 May 1877",Vol. 10,University of Notre Dame Archives,,5 May 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0035.pdf,VOL_0010_ISSUE_0035,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0036,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0036.pdf,"Notre Dame Scholastic, Vol. 10, No. 36 -- 12 May 1877",Vol. 10,University of Notre Dame Archives,,12 May 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0036.pdf,VOL_0010_ISSUE_0036,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0037,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0037.pdf,"Notre Dame Scholastic, Vol. 10, No. 37 -- 19 May 1877",Vol. 10,University of Notre Dame Archives,,19 May 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0037.pdf,VOL_0010_ISSUE_0037,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0038,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0038.pdf,"Notre Dame Scholastic, Vol. 10, No. 38 -- 26 May 1877",Vol. 10,University of Notre Dame Archives,,26 May 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0038.pdf,VOL_0010_ISSUE_0038,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0039,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0039.pdf,"Notre Dame Scholastic, Vol. 10, No. 39 -- 2 June 1877",Vol. 10,University of Notre Dame Archives,,2 June 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0039.pdf,VOL_0010_ISSUE_0039,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0040,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0040.pdf,"Notre Dame Scholastic, Vol. 10, No. 40 -- 9 June 1877",Vol. 10,University of Notre Dame Archives,,9 June 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0040.pdf,VOL_0010_ISSUE_0040,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0041,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0041.pdf,"Notre Dame Scholastic, Vol. 10, No. 41 -- 16 June 1877",Vol. 10,University of Notre Dame Archives,,16 June 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0041.pdf,VOL_0010_ISSUE_0041,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0042,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0042.pdf,"Notre Dame Scholastic, Vol. 10, No. 42 -- 23 June 1877",Vol. 10,University of Notre Dame Archives,,23 June 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0042.pdf,VOL_0010_ISSUE_0042,Newspaper,Scholastic,application/pdf
VOL_0010_ISSUE_0043,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0043.pdf,"Notre Dame Scholastic, Vol. 10, No. 43 -- 30 June 1877",Vol. 10,University of Notre Dame Archives,,30 June 1877,1877,https://archives.nd.edu/Scholastic/VOL_0010/VOL_0010_ISSUE_0043.pdf,VOL_0010_ISSUE_0043,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0001,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0001.pdf,"Notre Dame Scholastic, Vol. 11, No. 01 -- 25 August 1877",Vol. 11,University of Notre Dame Archives,,25 August 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0001.pdf,VOL_0011_ISSUE_0001,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0002,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0002.pdf,"Notre Dame Scholastic, Vol. 11, No. 02 -- 8 September 1877",Vol. 11,University of Notre Dame Archives,,8 September 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0002.pdf,VOL_0011_ISSUE_0002,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0003,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0003.pdf,"Notre Dame Scholastic, Vol. 11, No. 03 -- 15 September 1877",Vol. 11,University of Notre Dame Archives,,15 September 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0003.pdf,VOL_0011_ISSUE_0003,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0004,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0004.pdf,"Notre Dame Scholastic, Vol. 11, No. 04 -- 22 September 1877",Vol. 11,University of Notre Dame Archives,,22 September 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0004.pdf,VOL_0011_ISSUE_0004,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0005,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0005.pdf,"Notre Dame Scholastic, Vol. 11, No. 05 -- 29 September 1877",Vol. 11,University of Notre Dame Archives,,29 September 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0005.pdf,VOL_0011_ISSUE_0005,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0006,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0006.pdf,"Notre Dame Scholastic, Vol. 11, No. 06 -- 6 October 1877",Vol. 11,University of Notre Dame Archives,,6 October 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0006.pdf,VOL_0011_ISSUE_0006,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0007,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0007.pdf,"Notre Dame Scholastic, Vol. 11, No. 07 -- 13 October 1877",Vol. 11,University of Notre Dame Archives,,13 October 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0007.pdf,VOL_0011_ISSUE_0007,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0008,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0008.pdf,"Notre Dame Scholastic, Vol. 11, No. 08 -- 20 October 1877",Vol. 11,University of Notre Dame Archives,,20 October 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0008.pdf,VOL_0011_ISSUE_0008,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0009,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0009.pdf,"Notre Dame Scholastic, Vol. 11, No. 09 -- 27 October 1877",Vol. 11,University of Notre Dame Archives,,27 October 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0009.pdf,VOL_0011_ISSUE_0009,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0010,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0010.pdf,"Notre Dame Scholastic, Vol. 11, No. 10 -- 3 November 1877",Vol. 11,University of Notre Dame Archives,,3 November 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0010.pdf,VOL_0011_ISSUE_0010,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0011,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0011.pdf,"Notre Dame Scholastic, Vol. 11, No. 11 -- 10 November 1877",Vol. 11,University of Notre Dame Archives,,10 November 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0011.pdf,VOL_0011_ISSUE_0011,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0012,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0012.pdf,"Notre Dame Scholastic, Vol. 11, No. 12 -- 17 November 1877",Vol. 11,University of Notre Dame Archives,,17 November 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0012.pdf,VOL_0011_ISSUE_0012,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0013,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0013.pdf,"Notre Dame Scholastic, Vol. 11, No. 13 -- 24 November 1877",Vol. 11,University of Notre Dame Archives,,24 November 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0013.pdf,VOL_0011_ISSUE_0013,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0014,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0014.pdf,"Notre Dame Scholastic, Vol. 11, No. 14 -- 1 December 1877",Vol. 11,University of Notre Dame Archives,,1 December 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0014.pdf,VOL_0011_ISSUE_0014,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0015,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0015.pdf,"Notre Dame Scholastic, Vol. 11, No. 15 -- 8 December 1877",Vol. 11,University of Notre Dame Archives,,8 December 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0015.pdf,VOL_0011_ISSUE_0015,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0016,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0016.pdf,"Notre Dame Scholastic, Vol. 11, No. 16 -- 15 December 1877",Vol. 11,University of Notre Dame Archives,,15 December 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0016.pdf,VOL_0011_ISSUE_0016,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0017,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0017.pdf,"Notre Dame Scholastic, Vol. 11, No. 17 -- 22 December 1877",Vol. 11,University of Notre Dame Archives,,22 December 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0017.pdf,VOL_0011_ISSUE_0017,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0018,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0018.pdf,"Notre Dame Scholastic, Vol. 11, No. 18 -- 29 December 1877",Vol. 11,University of Notre Dame Archives,,29 December 1877,1877,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0018.pdf,VOL_0011_ISSUE_0018,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0019,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0019.pdf,"Notre Dame Scholastic, Vol. 11, No. 19 -- 5 January 1878",Vol. 11,University of Notre Dame Archives,,5 January 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0019.pdf,VOL_0011_ISSUE_0019,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0020,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0020.pdf,"Notre Dame Scholastic, Vol. 11, No. 20 -- 12 January 1878",Vol. 11,University of Notre Dame Archives,,12 January 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0020.pdf,VOL_0011_ISSUE_0020,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0021,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0021.pdf,"Notre Dame Scholastic, Vol. 11, No. 21 -- 19 January 1878",Vol. 11,University of Notre Dame Archives,,19 January 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0021.pdf,VOL_0011_ISSUE_0021,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0022,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0022.pdf,"Notre Dame Scholastic, Vol. 11, No. 22 -- 26 January 1878",Vol. 11,University of Notre Dame Archives,,26 January 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0022.pdf,VOL_0011_ISSUE_0022,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0023,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0023.pdf,"Notre Dame Scholastic, Vol. 11, No. 23 -- 2 February 1878",Vol. 11,University of Notre Dame Archives,,2 February 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0023.pdf,VOL_0011_ISSUE_0023,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0024,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0024.pdf,"Notre Dame Scholastic, Vol. 11, No. 24 -- 9 February 1878",Vol. 11,University of Notre Dame Archives,,9 February 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0024.pdf,VOL_0011_ISSUE_0024,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0025,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0025.pdf,"Notre Dame Scholastic, Vol. 11, No. 25 -- 16 February 1878",Vol. 11,University of Notre Dame Archives,,16 February 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0025.pdf,VOL_0011_ISSUE_0025,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0026,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0026.pdf,"Notre Dame Scholastic, Vol. 11, No. 26 -- 23 February 1878",Vol. 11,University of Notre Dame Archives,,23 February 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0026.pdf,VOL_0011_ISSUE_0026,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0027,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0027.pdf,"Notre Dame Scholastic, Vol. 11, No. 27 -- 2 March 1878",Vol. 11,University of Notre Dame Archives,,2 March 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0027.pdf,VOL_0011_ISSUE_0027,Newspaper,Scholastic,application/pdf
VOL_0011_ISSUE_0028,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0028.pdf,"Notre Dame Scholastic, Vol. 11, No. 28 -- 9 March 1878",Vol. 11,University of Notre Dame Archives,,9 March 1878,1878,https://archives.nd.edu/Scholastic/VOL_0011/VOL_0011_ISSUE_0028.pdf,VOL_0011_ISSUE_0028,Newspaper,Scholastic,application/pdf
